Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila4273	ita22069	0.0602	0.2733	0.220270764727406	(ila,ita)	none	ila4273	417576	
ila4662	ita90	0.0001	0.1177	0.000849617672047579	(ita,ila)	AT4G15510.3	ita9027	689923	
ila223942	ita27286	0.0002	0.1845	0.0010840108401084	(ila,ita)	none	ila223942	693718	
ila36961	ita28569	0.0144	0.0851	0.169212690951821	(ita,ila)	AT5G08160.2	ita28569	689989	
ila232631	ita13129	0.0866	0.2480	0.349193548387097	(ita,ila)	none	ita13129	867975	
ila11505	ita15068	0.0208	0.1098	0.189435336976321	(ita,ila)	AT2G38290.1	ita15068	25962	
ila230877	ita30524	0.9954	14.6838	0.0677889919503126	(ila,ita)	none	ila230877	579092	
ila9250	ita22297	0.0181	0.1314	0.137747336377473	(ita,ila)	AT5G61890.1	ita22297	449285	
ila36488	ita20326	0.0278	0.2043	0.136074400391581	(ila,ita)	AT5G13300.1	ila36488	615905	
ila27552	ita30084	0.0062	0.0777	0.0797940797940798	(ita,ila)	none	ita30084	701681	
ila24322	ita24207	0.0001	0.1384	0.000722543352601156	(ita,ila)	AT3G50360.1	ita24207	697456	
ila231886	ita25004	0.0082	0.0553	0.148282097649186	(ita,ila)	AT1G48520.1	ita25004	565043	
ila10947	ita7686	0.0424	0.1280	0.33125	(ila,ita)	AT1G75060.1	ila10947	570765	
ila36838	ita18267	0.0172	0.1042	0.165067178502879	(ita,ila)	none	ita18267	580648	
ila6775	ita3561	0.0108	0.0848	0.127358490566038	(ila,ita)	AT2G46800.2	ila6775	471271	
ila29227	ita5957	0.0100	0.1736	0.0576036866359447	(ila,ita)	none	ila29227	429807	
ila27376	ita31734	0.0292	0.1697	0.172068355922216	(ila,ita)	AT2G20360.1	ila27376	698929	
ila35965	ita35077	0.0191	0.1635	0.116819571865443	(ita,ila)	AT5G52820.1	ita35077	566252	
ila230919	ita39134	0.0069	0.0913	0.0755750273822563	(ila,ita)	AT5G62740.1	ila230919	709955	
ila29658	ita28112	0.0168	0.1614	0.104089219330855	(ita,ila)	AT4G16700.1	ita28112	213543	
ila31566	ita10782	0.0383	0.2066	0.185382381413359	(ila,ita)	none	ila31566	706873	
ila231536	ita9827	0.0171	0.0874	0.195652173913043	(ita,ila)	AT3G61130.1	ita9827	822860	
ila2747	ita29142	0.0144	0.1122	0.128342245989305	(ita,ila)	AT2G28190.1	ita29142	678288	
ila18789	ita20780	0.0045	0.1143	0.0393700787401575	(ila,ita)	AT4G25500.1	ila18789	704100	
ila14547	ita37448	0.0072	0.0903	0.079734219269103	(ila,ita)	AT2G39670.2	ila14547	555274	
ila11417	ita30109	0.0180	0.1936	0.0929752066115702	(ita,ila)	AT4G25130.1	ita30109	689412	
ila8998	ita23434	0.0215	0.1189	0.180824222035324	(ita,ila)	AT3G14180.1	ita23434	708985	
ila233201	ita12586	0.0267	0.1144	0.233391608391608	(ita,ila)	AT1G10290.1	ita12586	708467	
ila232384	ita22458	1.1052	9.5018	0.116314803510914	(ila,ita)	AT4G35090.2	ila232384	523863	
ila1108	ita17181	0.0273	0.0672	0.40625	(ila,ita)	AT1G66200.1	ila1108	737613	
ila29185	ita26685	0.0417	0.1697	0.24572775486152	(ita,ila)	AT1G64590.1	ita26685	694371	
ila232514	ita22408	0.0344	0.0919	0.374319912948857	(ita,ila)	none	ita22408	576374	
ila35064	ita24842	0.0195	0.1448	0.134668508287293	(ila,ita)	AT5G65700.1	ila35064	706052	
ila231610	ita13529	1.1656	3.0314	0.384508807811572	(ita,ila)	none	ita13529	592612	
ila36332	ita25404	0.0591	0.1629	0.36279926335175	(ita,ila)	none	ita25404	390787	
ila3979	ita17330	1.3520	65.1979	0.0207368642241545	(ila,ita)	none	ila3979	884370	
ila30089	ita6081	0.0545	0.1247	0.437048917401764	(ila,ita)	AT3G62410.1	ila30089	47178	
ila35080	ita20991	0.0432	0.2430	0.177777777777778	(ita,ila)	none	ita20991	576361	
ila1651	ita11832	0.0941	0.3392	0.277417452830189	(ita,ila)	AT3G62700.1	ita11832	690692	
ila233185	ita19315	0.3931	75.5821	0.00520096689560094	(ila,ita)	none	ila233185	462691	
ila8424	ita22961	0.1362	0.2137	0.637342068320075	(ita,ila)	none	ita22961	624717	
ila31168	ita23287	0.0299	0.1519	0.196840026333114	(ita,ila)	none	ita23287	688479	
ila17956	ita29807	0.0099	0.1246	0.079454253611557	(ita,ila)	AT1G12250.1	ita29807	138038	
ila228987	ita27743	0.1260	0.2278	0.553116769095698	(ita,ila)	AT4G00900.1	ita27743	870418	
ila35192	ita13103	0.0239	0.0823	0.290400972053463	(ita,ila)	none	ita13103	706741	
ila27329	ita36604	0.0211	0.0750	0.281333333333333	(ita,ila)	none	ita36604	526819	
ila31520	ita24241	0.0569	0.1561	0.364509929532351	(ita,ila)	none	ita24241	577302	
ila211522	ita23863	0.0001	0.0979	0.00102145045965271	(ita,ila)	AT4G29000.1	ita23863	577509	
ila35402	ita21209	0.0127	0.0694	0.18299711815562	(ila,ita)	AT3G43660.1	ila35402	561377	
ila17190	ita12751	0.0130	0.1099	0.118289353958144	(ita,ila)	AT3G06483.1	ita12751	702608	
ila18191	ita19414	0.0178	0.0858	0.207459207459207	(ila,ita)	AT5G15810.1	ila18191	692590	
ila219874	ita34376	0.0416	0.1564	0.265984654731458	(ita,ila)	AT2G39130.1	ita34376	690310	
ila1056	ita30676	0.0237	0.0947	0.25026399155227	(ita,ila)	none	ita30676	702343	
ila17298	ita28011	0.0184	0.0924	0.199134199134199	(ila,ita)	none	ila17298	590240	
ila36658	ita5027	0.0125	0.1052	0.118821292775665	(ita,ila)	AT1G49760.1	ita5027	706384	
ila214058	ita9354	0.0001	0.1399	0.000714796283059328	(ila,ita)	none	ila214058	667087	
ila36861	ita38299	0.0499	0.1015	0.491625615763547	(ila,ita)	none	ila36861	380475	
ila15812	ita21919	0.0096	0.1274	0.075353218210361	(ila,ita)	AT3G62940.2	ila15812	621913	
ila23451	ita6524	0.0697	0.1759	0.396247868106879	(ita,ila)	AT5G56360.1	ita6524	405553	
ila31143	ita5007	0.0323	0.1252	0.257987220447284	(ita,ila)	none	ita5007	573816	
ila6141	ita6552	0.0181	0.1419	0.127554615926709	(ila,ita)	none	ila6141	576090	
ila29289	ita17866	0.0156	0.1366	0.114202049780381	(ita,ila)	AT2G47420.1	ita17866	13117	
ila13581	ita6272	0.0396	0.2120	0.186792452830189	(ita,ila)	none	ita6272	691660	
ila212750	ita9308	0.0000	0.0000	NA	(ila,ita)	none	ila212750	794455	
ila232540	ita23562	0.9083	3.5073	0.258974139651584	(ita,ila)	none	ita23562	703523	
ila27801	ita25196	0.0026	0.1439	0.0180681028492008	(ila,ita)	AT4G28500.1	ila27801	227413	
ila229761	ita9294	0.0602	0.1566	0.384418901660281	(ila,ita)	none	ila229761	628	
ila229641	ita9357	0.0069	0.0712	0.0969101123595506	(ita,ila)	AT3G05760.1	ita9357	651049	
ila34638	ita27876	0.0039	0.1293	0.0301624129930394	(ila,ita)	AT2G23890.1	ila34638	709201	
ila31220	ita2005	0.0460	0.1964	0.234215885947047	(ita,ila)	none	ita20059	358115	
ila34110	ita32159	0.0079	0.0718	0.110027855153203	(ila,ita)	AT2G33800.1	ila34110	312211	
ila25751	ita24680	0.0182	0.1304	0.139570552147239	(ita,ila)	AT1G67560.1	ita24680	708925	
ila19501	ita37652	0.0292	0.1525	0.191475409836066	(ila,ita)	none	ila19501	700900	
ila18857	ita6891	0.0210	0.1198	0.175292153589316	(ita,ila)	AT1G79330.1	ita6891	700920	
ila2251	ita16709	0.0227	0.1695	0.133923303834808	(ita,ila)	AT2G47910.2	ita16709	559131	
ila6510	ita11478	0.0112	0.0744	0.150537634408602	(ita,ila)	AT1G75850.1	ita11478	699395	
ila3278	ita31360	0.0447	0.2130	0.209859154929577	(ita,ila)	none	ita31360	699422	
ila1347	ita9186	0.0859	0.1642	0.523142509135201	(ita,ila)	none	ita9186	699418	
ila34537	ita9770	0.0051	0.1426	0.0357643758765778	(ila,ita)	AT1G65660.1	ila34537	568983	
ila232949	ita12953	0.0124	0.0824	0.150485436893204	(ita,ila)	AT1G77140.1	ita12953	374889	
ila20074	ita16523	0.0146	0.1158	0.126079447322971	(ita,ila)	AT5G25060.1	ita16523	580598	
ila6691	ita36303	0.0167	0.1333	0.125281320330083	(ila,ita)	AT5G58370.2	ila6691	853381	
ila3256	ita22014	0.0121	0.1773	0.0682459108855048	(ita,ila)	AT1G60680.1	ita22014	691439	
ila227425	ita20647	0.0338	0.1318	0.256449165402124	(ila,ita)	none	ila227425	566852	
ila20960	ita39109	0.0324	0.1548	0.209302325581395	(ita,ila)	AT5G17330.1	ita39109	709966	
ila26614	ita26836	0.0068	0.1316	0.0516717325227964	(ita,ila)	AT3G47430.1	ita26836	580026	
ila24961	ita24546	0.0002	0.1649	0.00121285627653123	(ita,ila)	AT1G18450.1	ita24546	22675	
ila9654	ita18438	0.0071	0.1093	0.0649588289112534	(ila,ita)	AT5G43940.1	ila9654	698876	
ila30286	ita21163	0.0483	0.1406	0.34352773826458	(ila,ita)	none	ila30286	548206	
ila14671	ita30641	0.8073	64.7735	0.012463430260832	(ila,ita)	AT2G44090.2	ila14671	580706	
ila23714	ita16373	0.0044	0.0604	0.0728476821192053	(ita,ila)	AT5G23310.1	ita16373	563220	
ila6884	ita7829	0.0001	0.1220	0.000819672131147541	(ita,ila)	AT2G33310.2	ita7829	704721	
ila213732	ita12087	0.0227	0.1167	0.194515852613539	(ila,ita)	none	ila213732	365331	
ila5904	ita18125	0.0069	0.0963	0.0716510903426791	(ita,ila)	AT5G60620.1	ita18125	695065	
ila11440	ita22346	0.0535	0.0993	0.53877139979859	(ila,ita)	AT4G00370.1	ila11440	51420	
ila232336	ita29462	0.0128	0.1217	0.105176663927691	(ila,ita)	none	ila232336	562630	
ila221408	ita9432	0.0228	0.1043	0.218600191754554	(ila,ita)	none	ila221408	557524	
ila229618	ita3747	0.0327	0.0879	0.372013651877133	(ita,ila)	AT2G21440.1	ita37476	751615	
ila1992	ita16809	0.2679	0.3847	0.696386794905121	(ila,ita)	none	ila19929	499873	
ila941	ita11297	0.0417	0.2073	0.201157742402315	(ila,ita)	AT2G48040.1	ila9410	703052	
ila6585	ita13783	0.0075	0.1179	0.0636132315521628	(ila,ita)	AT3G12580.1	ila6585	663920	
ila1168	ita13980	0.0240	0.1088	0.220588235294118	(ita,ila)	none	ita13980	703104	
ila32025	ita34038	0.0422	0.1233	0.342254663422547	(ita,ila)	none	ita34038	696644	
ila29935	ita2564	0.0096	0.1299	0.0739030023094688	(ila,ita)	AT3G21175.2	ila29935	690281	
ila229671	ita31655	0.1881	0.5919	0.317790167257983	(ita,ila)	none	ita31655	690433	
ila36696	ita2747	0.0379	0.1172	0.323378839590444	(ila,ita)	AT1G15130.1	ila36696	701102	
ila226011	ita29902	0.0238	0.0748	0.318181818181818	(ila,ita)	none	ila226011	553312	
ila25119	ita2834	0.0308	0.2067	0.149008224479923	(ila,ita)	none	ila25119	559155	
ila216746	ita29977	0.1450	0.2029	0.714637752587482	(ita,ila)	ATMG01360.1	ita29977	429641	
ila232994	ita12914	0.0239	0.1286	0.185847589424572	(ita,ila)	AT1G74910.2	ita12914	564069	
ila17749	ita1259	0.0035	0.1804	0.0194013303769401	(ila,ita)	AT2G19880.1	ila17749	706891	
ila37162	ita28563	0.0039	0.1183	0.032967032967033	(ita,ila)	AT4G19210.1	ita28563	834152	
ila17713	ita30405	0.0027	0.1098	0.0245901639344262	(ila,ita)	AT5G53490.1	ila17713	561498	
ila27910	ita31391	0.8113	62.0652	0.0130717374631839	(ita,ila)	none	ita31391	203812	
ila21243	ita33513	0.0176	0.1709	0.102984201287303	(ita,ila)	AT3G13450.1	ita33513	79080	
ila213291	ita31379	0.0260	0.0898	0.289532293986637	(ita,ila)	none	ita31379	554211	
ila21342	ita11833	1.1390	9.3134	0.122296905533962	(ita,ila)	none	ita11833	693459	
ila3924	ita16321	0.0210	0.0999	0.21021021021021	(ita,ila)	AT3G17700.1	ita16321	699140	
ila22574	ita19320	0.0001	0.0988	0.00101214574898785	(ila,ita)	AT5G23540.1	ila22574	573480	
ila231914	ita22205	0.1443	0.3170	0.455205047318612	(ita,ila)	AT5G48070.1	ita22205	691225	
ila8893	ita6519	0.0350	0.1291	0.271107668474051	(ita,ila)	none	ita6519	560149	
ila16656	ita18044	0.0146	0.0956	0.152719665271967	(ita,ila)	AT2G25910.1	ita18044	877379	
ila35383	ita5073	0.0001	0.0738	0.0013550135501355	(ita,ila)	AT2G33120.1	ita5073	706407	
ila28415	ita12755	0.0067	0.0830	0.0807228915662651	(ita,ila)	AT2G18030.1	ita12755	694528	
ila31906	ita34185	0.0829	0.2346	0.353367433930094	(ita,ila)	AT2G43180.2	ita34185	655457	
ila35270	ita19025	0.0081	0.1601	0.0505933791380387	(ila,ita)	AT4G09180.1	ila35270	870783	
ila22892	ita22545	0.0173	0.1179	0.146734520780322	(ita,ila)	none	ita22545	695208	
ila15920	ita5190	0.0368	0.1489	0.247145735392881	(ila,ita)	none	ila15920	556311	
ila35836	ita5688	0.0521	0.0785	0.663694267515924	(ila,ita)	none	ila35836	575753	
ila2630	ita2063	0.9245	11.7148	0.0789172670468126	(ita,ila)	none	ita20633	848862	
ila32553	ita15866	0.0178	0.1518	0.117259552042161	(ila,ita)	none	ila32553	703453	
ila31881	ita787	0.0646	0.1250	0.5168	(ila,ita)	AT1G55520.2	ila31881	700363	
ila27156	ita15893	0.0032	0.0718	0.0445682451253482	(ila,ita)	AT1G49780.1	ila27156	698063	
ila230157	ita37653	0.0290	0.1604	0.180798004987531	(ita,ila)	AT3G45880.1	ita37653	707068	
ila218840	ita16203	0.0655	0.3374	0.194131594546532	(ila,ita)	none	ila218840	509376	
ila7654	ita20750	0.0332	0.1195	0.277824267782427	(ila,ita)	none	ila7654	112806	
ila2013	ita14587	0.0096	0.2336	0.0410958904109589	(ita,ila)	AT3G19130.1	ita14587	564946	
ila33765	ita29319	0.0001	0.0957	0.00104493207941484	(ila,ita)	AT4G17270.1	ila33765	700535	
ila228709	ita7628	0.0062	0.0670	0.0925373134328358	(ila,ita)	none	ila228709	821258	
ila3410	ita20466	0.0289	0.1390	0.207913669064748	(ita,ila)	AT2G24820.1	ita20466	560453	
ila28452	ita38570	0.8745	57.9260	0.0150968477022408	(ila,ita)	AT1G13320.1	ila28452	118800	
ila227291	ita32511	0.0141	0.0724	0.19475138121547	(ila,ita)	AT1G28100.2	ila227291	142830	
ila227703	ita9499	0.0533	0.0917	0.581243184296619	(ita,ila)	none	ita9499	390709	
ila11326	ita28527	0.0243	0.1729	0.140543666859456	(ita,ila)	none	ita28527	696419	
ila34564	ita31134	0.0710	0.2598	0.27328714395689	(ita,ila)	none	ita31134	429336	
ila4594	ita20495	0.0165	0.1656	0.0996376811594203	(ila,ita)	AT5G02840.3	ila4594	571205	
ila212834	ita37581	0.0001	0.0880	0.00113636363636364	(ila,ita)	none	ila212834	702532	
ila230483	ita32261	0.0176	0.1041	0.169068203650336	(ila,ita)	AT1G27385.1	ila230483	648362	
ila4910	ita11196	0.0616	0.2093	0.294314381270903	(ita,ila)	none	ita11196	697103	
ila30427	ita6037	0.0208	0.1057	0.19678334910123	(ila,ita)	none	ila30427	557215	
ila226858	ita17561	0.0305	0.0863	0.353418308227115	(ita,ila)	none	ita17561	553049	
ila25850	ita21124	0.0232	0.1394	0.166427546628407	(ila,ita)	AT1G18460.1	ila25850	694959	
ila6189	ita6535	0.0018	0.1060	0.0169811320754717	(ita,ila)	AT2G35170.1	ita6535	692660	
ila13267	ita573	0.0144	0.0745	0.193288590604027	(ila,ita)	AT4G00330.1	ila13267	576553	
ila36916	ita38687	0.0117	0.0923	0.126760563380282	(ita,ila)	none	ita38687	706115	
ila27148	ita25424	0.0075	0.0941	0.079702444208289	(ita,ila)	AT1G24180.1	ita25424	546448	
ila8075	ita9645	0.0484	0.1787	0.270844991606044	(ita,ila)	none	ita9645	707677	
ila223935	ita37512	0.0002	0.1796	0.00111358574610245	(ila,ita)	AT5G12250.1	ila223935	551447	
ila13444	ita15534	0.0612	0.2251	0.271879164815638	(ita,ila)	none	ita15534	703632	
ila221792	ita8122	0.0592	0.1896	0.312236286919831	(ila,ita)	none	ila221792	701154	
ila17592	ita8116	0.1615	0.3074	0.52537410540013	(ita,ila)	none	ita8116	697159	
ila217902	ita21677	0.0221	0.0961	0.22996878251821	(ita,ila)	AT5G49890.1	ita21677	705132	
ila22159	ita34791	0.0330	0.0952	0.346638655462185	(ita,ila)	none	ita34791	697954	
ila31452	ita13056	0.0398	0.1765	0.225495750708215	(ita,ila)	none	ita13056	10595	
ila32468	ita39414	0.0129	0.0790	0.163291139240506	(ita,ila)	AT5G02270.1	ita39414	551974	
ila226438	ita21970	0.2044	0.6043	0.338242594737713	(ita,ila)	none	ita21970	705099	
ila28334	ita8219	0.0305	0.1127	0.270629991126886	(ita,ila)	AT1G78130.1	ita8219	692062	
ila7332	ita28976	0.0218	0.0914	0.238512035010941	(ila,ita)	none	ila7332	701301	
ila226628	ita1733	0.0037	0.1740	0.021264367816092	(ita,ila)	AT3G60640.1	ita17334	558288	
ila36731	ita30490	0.0065	0.1326	0.0490196078431373	(ila,ita)	AT2G14170.1	ila36731	576748	
ila25655	ita11301	0.0344	0.1619	0.212476837554046	(ila,ita)	none	ila25655	708464	
ila5230	ita29790	0.0298	0.0892	0.334080717488789	(ila,ita)	none	ila5230	876477	
ila7389	ita27612	0.0136	0.0636	0.213836477987421	(ita,ila)	none	ita27612	704502	
ila231795	ita29260	0.0132	0.0893	0.147816349384099	(ita,ila)	AT2G31440.1	ita29260	376812	
ila29039	ita35598	0.0181	0.0857	0.21120186697783	(ita,ila)	none	ita35598	709440	
ila232276	ita4972	0.0324	0.1653	0.196007259528131	(ila,ita)	none	ila232276	706585	
ila18901	ita22633	0.0245	0.1380	0.177536231884058	(ila,ita)	none	ila18901	7835	
ila24620	ita26654	0.0698	0.2942	0.23725356900068	(ita,ila)	AT1G10200.1	ita26654	703947	
ila217872	ita28106	0.0113	0.2137	0.0528778661675246	(ita,ila)	none	ita28106	696619	
ila35844	ita22647	0.0313	0.1149	0.272410791993037	(ita,ila)	AT1G64570.1	ita22647	7653	
ila34394	ita8556	0.0159	0.1258	0.126391096979332	(ila,ita)	AT5G22770.2	ila34394	703849	
ila31485	ita6316	0.0327	0.1138	0.287346221441125	(ila,ita)	AT2G27210.1	ila31485	569880	
ila229852	ita28207	0.3354	1.8749	0.178889540775508	(ila,ita)	none	ila229852	699361	
ila19883	ita9143	0.0273	0.1553	0.175788795878944	(ita,ila)	none	ita9143	708348	
ila14784	ita36219	0.0461	0.3357	0.137324992552875	(ila,ita)	AT4G24970.1	ila14784	858041	
ila29168	ita15713	0.0434	0.1046	0.41491395793499	(ita,ila)	AT4G28130.1	ita15713	689213	
ila27143	ita14984	0.0302	0.1291	0.233927188226181	(ita,ila)	none	ita14984	108177	
ila231494	ita20382	0.0276	0.2087	0.132247244849066	(ita,ila)	none	ita20382	691284	
ila1617	ita34920	0.0207	0.1053	0.196581196581197	(ila,ita)	none	ila16179	692063	
ila36638	ita29484	0.0249	0.1683	0.14795008912656	(ila,ita)	none	ila36638	875608	
ila4404	ita6374	0.0001	0.1221	0.000819000819000819	(ila,ita)	AT4G17170.1	ila4404	453662	
ila26973	ita34796	0.0201	0.0474	0.424050632911392	(ila,ita)	AT2G39140.1	ila26973	552365	
ila31332	ita32617	0.0261	0.1485	0.175757575757576	(ita,ila)	AT1G53540.1	ita32617	549060	
ila208592	ita10021	0.0470	0.0935	0.502673796791444	(ila,ita)	none	ila208592	563661	
ila23717	ita36193	0.0379	0.1072	0.353544776119403	(ita,ila)	AT1G58030.1	ita36193	695031	
ila23048	ita16857	0.5394	3.2826	0.164320965088649	(ila,ita)	none	ila230487	706257	
ila1876	ita26590	0.1530	0.3986	0.383843452082288	(ila,ita)	AT2G28470.1	ila1876	694305	
ila9732	ita27377	0.0195	0.1179	0.165394402035623	(ita,ila)	none	ita27377	647026	
ila212917	ita23925	0.0306	0.1005	0.304477611940298	(ila,ita)	none	ila212917	694661	
ila232624	ita2677	0.0406	0.1148	0.353658536585366	(ila,ita)	none	ila232624	691223	
ila12937	ita6794	1.3578	7.9760	0.170235707121364	(ita,ila)	AT5G23860.1	ita6794	703205	
ila12264	ita25924	0.0200	0.1007	0.198609731876862	(ila,ita)	AT1G45150.1	ila12264	653256	
ila232852	ita38651	0.0715	0.2474	0.289005658852061	(ila,ita)	none	ila232852	693369	
ila17545	ita7855	0.0058	0.0956	0.0606694560669456	(ila,ita)	AT5G56450.1	ila17545	706754	
ila26967	ita34060	0.0394	0.1589	0.247954688483323	(ita,ila)	none	ita34060	698604	
ila33432	ita24460	0.0273	0.1059	0.257790368271955	(ita,ila)	AT1G56340.2	ita24460	704272	
ila4475	ita20767	0.9471	69.0690	0.0137123745819398	(ila,ita)	AT2G46860.1	ila4475	15909	
ila18086	ita17932	0.0283	0.1475	0.191864406779661	(ila,ita)	AT5G15170.1	ila18086	861028	
ila221426	ita3197	0.0505	0.1940	0.260309278350515	(ita,ila)	AT3G11430.1	ita31976	709690	
ila34831	ita17415	0.0299	0.2507	0.119266055045872	(ila,ita)	none	ila34831	567530	
ila35382	ita34814	0.0225	0.1211	0.18579686209744	(ita,ila)	AT4G32770.1	ita34814	699510	
ila30623	ita26127	0.0265	0.1839	0.144100054377379	(ita,ila)	none	ita26127	690433	
ila37233	ita30625	0.0020	0.0919	0.0217627856365615	(ita,ila)	none	ita30625	702439	
ila6278	ita18436	0.0472	0.1173	0.402387041773231	(ita,ila)	none	ita18436	695488	
ila34338	ita39373	0.0347	0.1548	0.224160206718346	(ita,ila)	none	ita39373	10312	
ila27806	ita25012	0.0392	0.0728	0.538461538461538	(ila,ita)	AT1G26520.1	ila27806	860767	
ila228732	ita26250	0.0120	0.0654	0.18348623853211	(ita,ila)	none	ita26250	547126	
ila23349	ita30872	0.0463	0.2134	0.216963448922212	(ila,ita)	AT1G17440.2	ila23349	688830	
ila36467	ita23754	0.0313	0.1102	0.284029038112523	(ita,ila)	none	ita23754	703848	
ila232419	ita21709	0.0245	0.1019	0.240431795878312	(ita,ila)	none	ita21709	4172	
ila216664	ita9183	0.0072	0.1849	0.038939967550027	(ita,ila)	AT1G22370.2	ita9183	690834	
ila214620	ita32965	0.0153	0.0912	0.167763157894737	(ita,ila)	AT5G56090.1	ita32965	780896	
ila6176	ita14435	0.0019	0.0901	0.0210876803551609	(ila,ita)	AT5G01520.1	ila6176	703631	
ila20882	ita38311	0.0184	0.1163	0.158211521926053	(ita,ila)	AT2G39420.1	ita38311	694803	
ila24345	ita36189	0.0087	0.0931	0.0934479054779807	(ita,ila)	AT3G50690.1	ita36189	818827	
ila221933	ita13400	0.0239	0.2511	0.0951812027080844	(ila,ita)	none	ila221933	862997	
ila22059	ita29997	0.0213	0.1175	0.181276595744681	(ila,ita)	AT5G06550.1	ila22059	576602	
ila16271	ita33238	0.0244	0.1462	0.166894664842681	(ila,ita)	AT3G08840.2	ila16271	697226	
ila223158	ita28247	0.0001	0.0838	0.00119331742243437	(ita,ila)	AT3G06030.1	ita28247	864881	
ila14427	ita11528	0.0276	0.1236	0.223300970873786	(ita,ila)	none	ita11528	578679	
ila6756	ita32266	0.0138	0.1063	0.129821260583255	(ita,ila)	AT3G61740.1	ita32266	709950	
ila9495	ita16324	0.0110	0.1040	0.105769230769231	(ita,ila)	AT4G32660.3	ita16324	567225	
ila11368	ita27826	0.0094	0.0924	0.101731601731602	(ila,ita)	AT2G41490.1	ila11368	769589	
ila227711	ita31902	0.1282	0.2294	0.558849171752398	(ita,ila)	AT5G06600.2	ita31902	365365	
ila15129	ita17259	0.0577	0.1846	0.312567713976165	(ila,ita)	AT3G25140.1	ila15129	701787	
ila6304	ita13877	0.0249	0.1224	0.20343137254902	(ita,ila)	AT5G28960.1	ita13877	22600	
ila22107	ita29575	0.0148	0.1437	0.102992345163535	(ila,ita)	none	ila221071	554345	
ila14199	ita21599	0.0271	0.1597	0.169693174702567	(ita,ila)	none	ita21599	257459	
ila19851	ita3794	0.0398	0.1421	0.280084447572132	(ita,ila)	AT5G17270.1	ita37948	705958	
ila22196	ita4976	0.5172	9.3133	0.0555334843718124	(ita,ila)	none	ita4976	707440	
ila31802	ita22733	0.9226	72.7763	0.0126772039798671	(ila,ita)	none	ila31802	91250	
ila25015	ita23668	0.0057	0.0843	0.0676156583629893	(ila,ita)	none	ila25015	558751	
ila6690	ita11619	0.0093	0.1046	0.0889101338432122	(ita,ila)	AT2G22480.1	ita11619	819285	
ila15119	ita23522	0.0018	0.0830	0.0216867469879518	(ila,ita)	AT5G03940.1	ila15119	680468	
ila22980	ita18854	0.0109	0.1171	0.0930828351836038	(ita,ila)	AT5G53430.1	ita18854	696401	
ila30105	ita39232	0.0147	0.0851	0.172737955346651	(ila,ita)	AT5G06580.1	ila30105	772269	
ila19464	ita20967	0.0170	0.1098	0.154826958105647	(ita,ila)	none	ita20967	689210	
ila21966	ita36830	0.0921	0.1417	0.649964714184898	(ila,ita)	none	ila219662	695099	
ila28481	ita9905	0.0173	0.0898	0.192650334075724	(ita,ila)	AT5G57540.1	ita9905	705379	
ila11921	ita9823	0.0292	0.1891	0.154415653093601	(ita,ila)	AT3G12040.1	ita9823	3397	
ila3315	ita5629	0.8007	69.3705	0.0115423703159124	(ila,ita)	none	ila33154	564690	
